4.6, 3.4, 1.4, 0.3, Iris-setosa
5.4, 3.2288440379381282, 1.5, 0.2, Iris-setosa
5.7, 3.8, 6.857099035605113, 1.734939684540718, Iris-setosa
5.1, 3.8, 1.5, 0.3, Iris-setosa
4.9, 3.1, 1.5, 0.1, Iris-setosa
6.75291369409601, 3.1, 1.5, 0.1, Iris-setosa
4.996675979787641, 3.0, 4.6552694511030035, 2.094026194418321, Iris-setosa
5.1, 3.8, 1.6, 0.5343920565290358, Iris-setosa
5.7, 2.1702963527688515, 4.5, 1.3, Iris-versicolor
5.2, 2.7, 3.9, 1.4, Iris-versicolor
5.0, 2.0, 2.378933276417417, 1.0, Iris-versicolor
5.9, 3.0, 4.2, 1.5, Iris-versicolor
5.5, 2.4, 1.7845102737388832, 1.1, Iris-versicolor
5.6, 3.0, 5.864684007634568, 1.3, Iris-versicolor
5.5, 2.5, 4.0, 0.996076991803962, Iris-versicolor
6.588809463635275, 2.5, 3.0, 1.1, Iris-versicolor
5.7, 2.8, 4.1, 1.3, Iris-versicolor
6.038191807022828, 2.9, 5.6, 1.8, Iris-virginica
7.2, 2.782813754673771, 6.1, 2.5, Iris-virginica
5.7, 2.5, 5.0, 2.0, Iris-virginica
7.2, 3.0, 5.8, 1.6, Iris-virginica
7.4, 3.381531276130474, 6.1, 1.9, Iris-virginica
7.9, 4.370234626338407, 6.4, 1.3214613643524846, Iris-virginica
5.8, 2.7, 5.1, 1.9, Iris-virginica
6.7, 3.124133565166065, 5.2, 2.3, Iris-virginica
5.160459578982661, 2.5, 5.0, 1.9, Iris-virginica
4.9, 3.1, 1.5, 0.1, Iris-setosa
5.0, 3.5, 1.6, 0.6, Iris-setosa
6.5, 2.8, 4.6, 1.5, Iris-versicolor
7.7, 2.6, 4.158800141340774, 2.3, Iris-virginica
5.0, 3.4, 1.5, 0.2, Iris-setosa
5.14891010430849, 3.0, 1.4, 0.578345345817121, Iris-setosa
5.1, 3.7, 1.5, 0.4, Iris-setosa
4.8, 3.1, 4.882894052561115, 0.2, Iris-setosa
5.5, 4.2, 2.9457909051668345, 1.6869551770358708, Iris-setosa
4.6706072552992515, 3.4, 4.279395692814001, 0.2, Iris-setosa
4.8, 3.0, 1.4, 0.3, Iris-setosa
4.6, 3.2, 1.4, 0.18665283138087319, Iris-setosa
5.3, 3.7, 1.5, 0.2, Iris-setosa
5.5, 2.3, 4.0, 1.3, Iris-versicolor
6.3, 2.973604717332312, 4.7, 1.6, Iris-versicolor
4.9, 2.4, 3.3, 1.0, Iris-versicolor
6.0, 2.2, 4.0, 1.0, Iris-versicolor
6.1, 2.8, 4.0, 1.3, Iris-versicolor
6.1, 2.8, 4.7, 1.0925589440838803, Iris-versicolor
6.4, 3.2374051590537203, 4.3, 1.3, Iris-versicolor
5.7, 2.6, 3.5, 1.0, Iris-versicolor
5.5, 2.4, 3.7, 2.434077359161823, Iris-versicolor
6.7, 3.1, 4.7, 1.5, Iris-versicolor
6.920662795151738, 3.0, 5.8, 2.2, Iris-virginica
7.3, 2.9, 6.3, 1.8, Iris-virginica
6.5, 3.2, 5.1, 2.0, Iris-virginica
6.7, 3.3, 5.15354996064062, 2.1, Iris-virginica
7.2, 3.2, 6.0, 1.8, Iris-virginica
6.3, 4.3152140760596875, 5.1, 1.5, Iris-virginica
6.5, 4.000842698384273, 5.2, 2.0, Iris-virginica
7.195153190962774, 3.4, 4.163444699291942, 2.3, Iris-virginica
5.9, 3.0, 5.1, 1.8, Iris-virginica
6.0312584065206485, 3.2, 1.3, 0.2, Iris-setosa
6.9, 3.2, 5.7, 2.3, Iris-virginica
5.1, 2.1652931584430144, 1.4, 0.2, Iris-setosa
4.6, 3.1, 1.5, 0.2, Iris-setosa
4.569077055963938, 2.9, 3.3855036358548105, 0.2, Iris-setosa
5.4, 3.4, 1.7, 0.2, Iris-setosa
4.6, 3.6, 1.0, 0.2, Iris-setosa
5.0, 3.4, 1.6, 0.4, Iris-setosa
4.7, 3.2, 1.6, 0.2, Iris-setosa
5.4, 3.4, 1.5, 0.4, Iris-setosa
5.0, 3.3, 6.802860048972737, 0.2, Iris-setosa
7.0, 3.2, 4.955180736760418, 1.4, Iris-versicolor
6.4, 3.2, 4.5, 1.5, Iris-versicolor
5.6, 3.0, 4.5, 1.5, Iris-versicolor
6.3, 2.5, 4.9, 1.5, Iris-versicolor
6.182673904924345, 3.0, 4.4, 1.4, Iris-versicolor
6.3, 2.3, 4.4, 0.6537513719298297, Iris-versicolor
5.5, 2.6, 6.899234038172112, 1.2, Iris-versicolor
5.0, 3.398980750096725, 3.3, 1.0, Iris-versicolor
7.1, 3.0, 5.9, 2.1, Iris-virginica
6.8, 3.0, 5.5, 2.1, Iris-virginica
5.8, 2.8, 5.1, 2.4, Iris-virginica
6.3, 2.7, 4.9, 1.8, Iris-virginica
6.1, 3.0, 4.9, 1.8, Iris-virginica
6.4, 2.8, 5.6, 2.1, Iris-virginica
6.4, 3.5674158392398194, 5.6, 2.2, Iris-virginica
7.7, 3.0, 6.1, 2.3, Iris-virginica
6.4, 3.1, 3.6758905717115598, 1.8, Iris-virginica
6.0, 3.0, 4.8, 1.8, Iris-virginica
5.8, 2.808378648201092, 1.2, 0.2, Iris-setosa
6.6, 2.9, 4.9388705852532, 1.3, Iris-versicolor
6.8, 2.1680243758875934, 4.8, 1.4, Iris-versicolor
7.387596325084473, 3.0, 1.162770630387303, 0.2, Iris-setosa
5.4, 3.9, 1.7, 0.4, Iris-setosa
4.3, 3.0, 1.1, 0.1, Iris-setosa
5.7, 4.4, 1.5, 0.4, Iris-setosa
5.1, 3.3, 1.7, 0.5, Iris-setosa
5.0, 3.0, 1.6, 0.2, Iris-setosa
5.2, 4.214571619176905, 1.7294858984019341, 0.1, Iris-setosa
5.0, 3.2, 1.2, 0.2, Iris-setosa
5.5, 3.5, 1.3, 0.2, Iris-setosa
5.0, 3.5, 1.3, 0.3, Iris-setosa
6.9, 3.1, 4.9, 1.5, Iris-versicolor
5.8, 2.7, 4.1, 1.0, Iris-versicolor
6.2, 2.2, 4.5, 1.5, Iris-versicolor
5.95153734172963, 3.0, 5.877440848498941, 1.974161303293463, Iris-versicolor
5.8, 2.7, 3.9, 1.2, Iris-versicolor
6.0, 2.7, 5.1, 0.716739157544621, Iris-versicolor
5.6, 2.7, 1.772946057928015, 1.3, Iris-versicolor
5.7, 2.9, 4.2, 1.939873225111485, Iris-versicolor
4.471507087948617, 3.3, 6.0, 2.5, Iris-virginica
5.8, 2.7, 5.1, 1.9, Iris-virginica
6.4, 2.7, 5.3, 0.564733772088013, Iris-virginica
6.4, 3.2, 5.3, 0.1792433927020159, Iris-virginica
7.7, 3.8, 6.7, 2.2, Iris-virginica
5.021346431207225, 2.8, 4.9, 2.0, Iris-virginica
6.1, 2.6, 5.6, 1.4, Iris-virginica
6.9, 3.1, 3.4864303401174097, 2.3783895713925336, Iris-virginica
6.0, 2.9, 4.5, 1.8712761095192463, Iris-versicolor
6.0, 3.4, 4.5, 1.6, Iris-versicolor
4.733015043948082, 3.0, 5.5, 1.8, Iris-virginica
6.2, 2.8, 4.8, 1.8, Iris-virginica
5.0, 3.6, 1.4, 0.2, Iris-setosa
4.8, 3.4, 6.333282006562986, 0.2, Iris-setosa
5.4, 3.9, 1.3, 0.6019738045758507, Iris-setosa
5.1, 3.5, 1.4, 0.3, Iris-setosa
4.420632856739832, 3.4, 1.9, 0.30900438730814594, Iris-setosa
5.2, 3.5, 1.5, 0.2, Iris-setosa
5.2, 4.2243800619208205, 1.4, 0.48771976558205665, Iris-setosa
4.5, 3.143840167192705, 1.3, 1.030666393817092, Iris-setosa
5.1, 3.8, 1.9, 0.4, Iris-setosa
