0.02, 0.037, 0.043, 0.3075688723049985, 0.095, 0.099, 0.154, 0.16, 0.311, 0.7064919902830132, 0.161, 0.158, 0.224, 0.064, 0.066, 0.227, 0.31, 0.6767065341423049, 0.508, 0.48, 0.578, 0.507, 0.433, 0.555, 0.671, 0.642, 0.71, 0.808, 0.679, 0.386, 0.131, 0.26, 0.6949987054688387, 0.755, 0.854, 0.851, 0.669, 0.61, 0.494, 0.274, 0.051, 0.283, 0.282, 0.6904393426595348, 0.264, 0.139, 0.105, 0.134, 0.038, 0.032, 0.023, 0.019763210701002554, 0.006, 0.016, 0.007, 0.017, 0.018, 0.008, 0.009, 0.003, R
0.045, 0.052, 0.084, 0.069, 0.118, 0.258, 0.216, 0.2670731202699414, 0.334, 0.287, 0.492, 0.655, 0.692, 0.78, 0.746, 0.944, 0.362802237759531, 0.887, 0.802, 0.782, 0.521, 0.405, 0.396, 0.391, 0.8297657956270887, 0.32, 0.327, 0.277, 0.442, 0.203, 0.379, 0.295, 0.198, 0.234, 0.131, 0.418, 0.384, 0.106, 0.184, 0.197, 0.167, 0.058, 0.14, 0.163, 0.062, 0.2868621686512749, 0.053, 0.074, 0.041, 0.006, 0.0958748873080767, 0.008, 0.01720991397118427, 0.008423938133619711, 0.009, 0.019, 0.014, 0.03668673956317052, 0.005, 0.004, R
0.076, 0.067, 0.048, 0.039, 0.059, 0.065, 0.121, 0.247, 0.356, 0.446, 0.415, 0.395, 0.426, 0.414, 0.1676337134073567, 0.533, 0.731, 0.619, 0.203, 0.464, 0.415, 0.429, 0.9301624732711731, 0.03088014521609995, 0.316, 0.2657657579923435, 0.7, 1.0, 0.726, 0.472, 0.51, 0.546, 0.288, 0.098, 0.195, 0.418, 0.46, 0.322, 0.283, 0.243, 0.198, 0.244, 0.185, 0.084, 0.069, 0.053, 0.036, 0.008, 0.023, 0.005, 0.016, 0.03264242126318682, 0.005, 0.01, 0.011, 0.002, 0.007, 0.005, 0.011, 0.009, R
0.012, 0.015, 0.014, 0.008, 0.021, 0.106, 0.102, 0.044, 0.093, 0.073, 0.074, 0.12244801160424204, 0.106, 0.118, 0.172, 0.258, 0.323, 0.8861206481107792, 0.424, 0.422, 0.445, 0.408, 0.331, 0.401, 0.447, 0.522, 0.755, 0.95, 1.0, 0.908, 0.828, 0.21910531454885038, 0.726, 0.615, 0.568, 0.576, 0.532, 0.367, 0.9633090882928365, 0.087, 0.065, 0.189, 0.268, 0.289, 0.010360090372003635, 0.167, 0.3949148476596258, 0.12, 0.07, 0.017, 0.011, 0.009, 0.002, 0.008, 0.006, 0.003, 0.003, 0.004, 0.007, 0.004, R
0.015, 0.01936110275689538, 0.06, 0.105, 0.116, 0.3342830318278361, 0.168, 0.1656486499909425, 0.089, 0.12, 0.085, 0.152, 0.23, 0.279, 0.34, 0.453, 0.695, 0.881, 0.915, 0.754, 0.674, 0.715, 0.834, 0.77, 0.699, 0.654, 0.504, 0.493, 0.499, 0.416, 0.6130335637296161, 0.04, 0.064, 0.296, 0.361, 0.187, 0.048, 0.15, 0.19459974709469818, 0.198, 0.4811430861272717, 0.6791650699838448, 0.5753651455730119, 0.156, 0.156, 0.042, 0.049, 0.048, 0.022, 0.006, 0.009, 0.006, 0.002, 0.018056034195948402, 0.013, 0.005, 0.024806567517297005, 0.002, 0.002, 0.006, R
0.018, 0.03, 0.21208728014726363, 0.039, 0.10707233637479888, 0.053, 0.069, 0.063, 0.062, 0.061, 0.168, 0.348, 0.456, 0.519, 0.23636699593611224, 0.72, 0.515, 0.382, 0.264, 0.334, 0.8278703181249718, 0.663, 0.739, 0.921, 1.0, 0.775, 0.559, 0.617, 0.864, 0.659, 0.477, 0.23285804638379676, 0.333, 0.7706046249860908, 0.288, 0.223, 0.079, 0.06, 0.105, 0.061, 0.153, 0.098, 0.164, 0.19, 0.111, 0.192, 0.147, 0.039, 0.036, 0.027, 0.017, 0.01, 0.012, 0.004, 0.008, 0.012, 0.01, 0.006, 0.003, 0.002, R
0.019, 0.031, 0.0465236286475611, 0.062, 0.008, 0.079, 0.144, 0.145, 0.179, 0.252, 0.261, 0.371, 0.391, 0.267, 0.272, 0.418, 0.699, 0.34575876393536076, 0.223, 0.263, 0.747, 0.726, 0.339, 0.282, 0.605, 0.59, 0.497, 0.862, 0.834, 0.408, 0.227, 0.174, 0.051, 0.159, 0.304, 0.137, 0.16, 0.206, 0.073, 0.02, 0.164, 0.158, 0.183, 0.189, 0.42422278068848485, 0.066, 0.018, 0.04, 0.011, 0.014, 0.009, 0.004, 0.01, 0.014, 0.028009139675416315, 0.014, 0.01, 0.009, 0.005, 0.008, R
0.033, 0.022, 0.027, 0.048, 0.068, 0.098, 0.07788649022413568, 0.117, 0.076, 0.092, 0.148, 0.052, 0.112, 0.097, 0.117, 0.168, 0.164, 0.12, 0.049, 0.9347258865378625, 0.348, 0.615, 0.915, 0.936, 0.4622476674519125, 0.877, 0.855, 0.17548264591663207, 1.0, 0.83, 0.66, 0.2749150793633692, 0.572, 0.686, 0.682, 0.514, 0.275, 0.136, 0.155, 0.265, 0.199, 0.188, 0.275, 0.165, 0.058, 0.07, 0.06, 0.30707853546717173, 0.002, 0.03292231440332772, 0.004, 0.024260013813446276, 0.003, 0.009443564013215614, 0.01404166820576453, 0.006, 0.014, 0.013, 0.005, 0.004, R
0.031, 0.034, 0.02, 0.089, 0.157, 0.175, 0.092, 0.135, 0.159, 0.28, 0.334, 0.294, 0.161, 0.334, 0.498, 0.689912118731279, 0.735, 0.825, 0.879, 0.15690933216337796, 1.0, 0.871, 0.647, 0.597, 0.822, 0.776, 0.611, 0.42, 0.5447907594658412, 0.135, 0.244, 0.562, 0.556, 0.696, 0.73, 0.702, 0.7713363935638536, 0.142, 0.25820291448924754, 0.641, 0.438, 0.8144271590286929, 0.238, 0.281, 0.137, 0.114, 0.103, 0.2733466173874556, 0.042, 0.006569250212649175, 0.007, 0.06922991306386653, 0.013, 0.014, 0.009, 0.005, 0.003, 0.012, 0.006, 0.002, R
0.035, 0.071, 0.033, 0.07026133754296726, 0.15005534769060447, 0.079, 0.108, 0.069, 0.03, 0.5380690025359087, 0.108, 0.098, 0.225, 0.282, 0.21, 0.124, 0.17, 0.094, 0.109, 0.141, 0.127, 0.315, 0.143, 0.226, 0.576, 0.788, 0.21440409605354166, 0.6, 0.558, 0.63, 0.766, 0.894, 0.844, 0.681, 0.838, 1.0, 0.95, 0.787, 0.565, 0.762452280278423, 0.8265038251035157, 0.23, 0.295, 0.336, 0.302, 0.219, 0.056577817592904395, 0.108, 0.056, 0.020164934475478936, 0.01, 0.016, 0.024, 0.004, 0.02, 0.011, 0.004, 0.04353285606473983, 0.009, 0.005, R
0.013, 0.007, 0.031, 0.37673722710151625, 0.008, 0.07625293355766985, 0.077, 0.064, 0.073, 0.09, 0.075, 0.084, 0.123, 0.162, 0.232, 0.293, 0.353, 0.366, 0.322, 0.309, 0.408, 0.428, 0.466, 0.596, 0.695, 0.839, 0.888, 0.64, 0.8448240086871256, 0.342, 0.492, 0.21932181509079454, 0.303, 0.437, 0.518, 0.512, 0.475, 0.49, 0.46, 0.446, 0.42, 0.287, 0.23, 0.095, 0.01, 0.053, 0.038, 0.011, 0.011, 0.07404491397599804, 0.05408914251115387, 0.023406481977646817, 0.003, 0.004, 0.008, 0.004, 0.005, 0.001, 0.005, 0.0075991579714694895, R
0.009, 0.005, 0.008, 0.023, 0.059, 0.068, 0.099, 0.072, 0.6512398057294172, 0.082, 0.132, 0.186, 0.279, 0.258, 0.224, 0.257, 0.9089246735463209, 0.30552414249105475, 0.392, 0.469, 0.566, 0.646, 0.40550615815387714, 0.758, 0.886, 0.942, 1.0, 0.856, 0.679, 0.559, 0.415, 0.5302089267226888, 0.202, 0.069, 0.117, 0.5280828506294831, 0.222, 0.278, 0.7270013892198917, 0.144, 0.151, 0.174, 0.176, 0.142, 0.091, 0.014, 0.047, 0.048, 0.016, 0.004, 0.002, 0.005, 0.004, 0.008, 0.011, 0.005, 0.003, 0.006, 0.006, 0.003, R
