5.0, 3.4, 1.5, 0.2, Iris-setosa
4.8, 3.0, 1.4, 0.1, Iris-setosa
5.1, 3.7, 1.5, 0.4, Iris-setosa
4.8, 3.6566762561110497, 1.6, 0.2, Iris-setosa
5.5, 2.742419752278929, 1.4, 0.2, Iris-setosa
5.1, 3.4, 1.5, 0.2, Iris-setosa
4.8, 3.0, 1.4, 0.3, Iris-setosa
4.6, 3.2, 1.4, 0.2, Iris-setosa
7.154022822448524, 3.7, 1.5, 0.2, Iris-setosa
5.5, 2.3, 4.0, 1.3, Iris-versicolor
6.3, 3.3, 6.427265941823662, 1.6, Iris-versicolor
4.9, 2.4, 3.3, 1.0, Iris-versicolor
6.0, 2.2, 4.0, 1.0, Iris-versicolor
6.1, 2.8, 4.0, 1.3, Iris-versicolor
6.1, 2.8, 4.7, 1.2, Iris-versicolor
6.4, 2.9, 4.3, 1.3, Iris-versicolor
5.7, 2.6, 3.5, 1.0, Iris-versicolor
5.5, 2.4, 3.7, 1.0, Iris-versicolor
4.976448289928131, 3.1, 4.7, 1.5, Iris-versicolor
6.5, 3.0, 3.110287784298483, 1.649504995148048, Iris-virginica
7.3, 2.9, 6.3, 1.8, Iris-virginica
6.5, 3.2, 5.1, 1.1988917224805085, Iris-virginica
6.7, 3.3, 5.7, 2.1, Iris-virginica
4.886560742693618, 3.2, 6.0, 1.8, Iris-virginica
6.3, 2.8, 5.1, 1.5, Iris-virginica
6.5, 3.0, 5.2, 2.0, Iris-virginica
6.2, 3.4, 5.4, 1.2540255083595462, Iris-virginica
5.9, 4.137635077102491, 3.8957895265882345, 1.8, Iris-virginica
4.7, 3.2, 1.3, 0.2, Iris-setosa
6.9, 3.2, 5.7, 2.3, Iris-virginica
5.1, 3.5, 1.4, 0.2, Iris-setosa
4.6, 3.1, 1.5, 1.2583581722244523, Iris-setosa
4.4, 2.9, 1.4, 0.2, Iris-setosa
5.4, 3.4, 1.7, 0.2, Iris-setosa
4.6, 3.6, 1.0, 0.2, Iris-setosa
5.0, 3.4, 1.6, 0.4, Iris-setosa
4.7, 3.2, 1.6, 0.2, Iris-setosa
5.4, 3.4, 1.5, 0.4, Iris-setosa
5.0, 3.3, 1.4, 0.2, Iris-setosa
5.942102079755185, 3.2, 4.7, 1.4, Iris-versicolor
6.4, 3.2, 4.5, 1.5, Iris-versicolor
5.6, 3.0, 4.5, 1.5, Iris-versicolor
6.3, 2.5, 4.9, 1.5, Iris-versicolor
6.6, 3.0, 4.4, 1.4, Iris-versicolor
6.655913630955832, 2.3, 4.4, 1.3, Iris-versicolor
5.5, 2.6, 4.4, 1.2, Iris-versicolor
5.0, 2.3, 3.3, 1.0, Iris-versicolor
7.1, 2.1364369156156755, 5.9, 2.1, Iris-virginica
6.8, 3.0, 5.5, 2.1, Iris-virginica
5.8, 2.8, 5.1, 2.4, Iris-virginica
6.3, 2.7, 4.9, 1.8, Iris-virginica
6.1, 3.0, 4.419939231621088, 1.8, Iris-virginica
6.4, 2.8, 5.6, 2.1, Iris-virginica
6.916094961347081, 2.8, 5.6, 2.035922499079239, Iris-virginica
7.7, 3.0, 6.1, 1.8177580913802978, Iris-virginica
6.4, 3.1116392315159644, 5.5, 1.8, Iris-virginica
6.0, 3.792754920244393, 4.8, 1.8, Iris-virginica
5.8, 4.0, 1.2, 0.2, Iris-setosa
6.6, 2.9, 4.917134289494048, 1.3, Iris-versicolor
6.8, 2.8, 2.219657930177557, 1.4, Iris-versicolor
4.9, 3.0, 1.4, 0.2, Iris-setosa
5.4, 3.9, 1.7, 0.4, Iris-setosa
4.3, 3.0, 1.1, 0.1, Iris-setosa
5.7, 4.4, 1.5, 0.4, Iris-setosa
5.1, 3.3, 1.7, 0.5, Iris-setosa
